time,sigma1,sigma1_noise
00:00:00.680000,19.95980472093312,17.593136175181925
00:00:00.690000,19.791565126772188,20.28433106849074
00:00:00.700000,19.623316716172898,18.594931007128515
00:00:00.710000,19.601159588351873,21.28674194395942
00:00:00.720000,20.71269811319757,19.59781341177598
00:00:00.730000,18.721002189982478,19.820522325615965
00:00:00.740000,19.5219750432682,21.04498518221606
00:00:00.750000,19.728620035749536,19.08508580545656
00:00:00.760000,20.91956544485821,19.950375026828898
00:00:00.770000,18.071477195623086,19.727269056538955
00:00:00.780000,18.711347706834264,21.013670016372526
00:00:00.790000,18.359120926562387,19.705358562136244
00:00:00.800000,19.485913819239418,21.0044312952584
00:00:00.810000,19.66563579849271,19.411641847021247
00:00:00.820000,19.66955391307003,21.261192342297267
00:00:00.830000,18.657285426681675,21.28072750467696
00:00:00.840000,20.05456999557109,19.330879524881283
00:00:00.850000,20.284942533566007,22.248595682217527
00:00:00.860000,19.762467086356317,22.162168107714972
00:00:00.870000,17.43175346990884,19.436004177604104
00:00:00.880000,17.962262738194955,19.995251028482063
00:00:00.890000,21.593585806631634,20.76568056229988
00:00:00.900000,20.38815024832667,20.23594169655873
00:00:00.910000,21.15935770101494,17.88800386750442
00:00:00.920000,20.303138765525645,21.29083750194362
00:00:00.930000,20.440803759869112,18.305232642217337
00:00:00.940000,20.360541193143085,18.720636015288225
00:00:00.950000,20.70440933467552,19.425608145420327
00:00:00.960000,20.401622403503058,19.34959401686341
00:00:00.970000,20.921230021077278,22.073441686851627
00:00:00.980000,20.1307044561094,19.85340944160743
00:00:00.990000,19.958147309023644,18.64589861065549
00:00:01,20.443788039541644,20.400364649377018
00:00:01.010000,20.41717170624622,18.19791498624548
00:00:01.020000,19.889579803795144,20.014251953908694
00:00:01.030000,18.741506573253577,19.95888869029253
00:00:01.040000,19.56247301242748,18.408639426367934
00:00:01.050000,19.73535258035497,20.84698939794879
00:00:01.060000,20.685629373186,19.76018045725584
00:00:01.070000,18.111678659120876,19.328461187924912
00:00:01.080000,20.11504571745777,20.58846139622519
00:00:01.090000,20.116790801044345,20.013585289707045
00:00:01.100000,19.26832984652519,19.21002279919722
00:00:01.110000,19.273603105502673,20.00445620564584
00:00:01.120000,20.40338004676969,19.54263926159135
00:00:01.130000,21.703542504610734,20.830526374815786
00:00:01.140000,20.197617221306395,21.79941183915737
00:00:01.150000,17.975176063154326,20.050613550767512
00:00:01.160000,19.556599226889357,20.775927255893713
00:00:01.170000,19.8924880656888,19.505626010325447
00:00:01.180000,20.599471364951157,18.995824942443186
00:00:01.190000,20.8522287955187,19.917761531048004
00:00:01.200000,20.1229985858603,17.77757321196785
00:00:01.210000,19.950455841423206,19.350952827361162
00:00:01.220000,20.758018589430634,19.67693691261276
00:00:01.230000,20.91609393402292,19.827827239130606
00:00:01.240000,18.283705857324087,20.068172718794738
00:00:01.250000,20.133918092860878,19.649928093354927
00:00:01.260000,19.931503897659113,19.10707715392961
00:00:01.270000,19.34141053955458,22.342388165078766
00:00:01.280000,20.07521332076252,19.657632569566044
00:00:01.290000,21.12757643949803,17.8843277603199
00:00:01.300000,18.48728515261404,19.38179442295038
00:00:01.310000,18.975440093723748,19.029356623267773
00:00:01.320000,18.943296674254356,20.14354781303189
00:00:01.330000,22.397662538425312,19.082914123169097
00:00:01.340000,18.693055352483004,19.288925011521343
00:00:01.350000,20.55982448990897,21.351105315330493
00:00:01.360000,20.947418680781198,20.86809671085061
00:00:01.370000,20.928082299988933,19.3047533245311
00:00:01.380000,20.231338705386275,20.014240028072827
00:00:01.390000,20.051108053051458,20.583852696560236
00:00:01.400000,21.6952576573702,18.71417742519138
00:00:01.410000,19.601089138963538,19.033067685873103
00:00:01.420000,20.555360423671395,20.43661231094636
00:00:01.430000,18.876714944788713,19.69249102444754
00:00:01.440000,19.793383316198174,20.816051495902997
00:00:01.450000,20.164006528928276,20.380239857416836
00:00:01.460000,20.59425142224605,18.683070520074015
00:00:01.470000,22.141981752611542,20.589319438070138
00:00:01.480000,21.13240868805603,20.212224815383898
00:00:01.490000,18.74008682084261,20.909371014767835
00:00:01.500000,18.77495444599885,19.168072881799578
00:00:01.510000,19.240029323409537,19.85894328011688
00:00:01.520000,19.87620256338429,19.602024034223362
00:00:01.530000,18.216800160949823,18.19923268121173
00:00:01.540000,21.45429672798307,18.897890010177154
00:00:01.550000,21.747223273408935,21.612248901898724
00:00:01.560000,19.64441780373701,19.93123750565788
00:00:01.570000,18.94287258050132,19.908878569912194
00:00:01.580000,20.52005034872534,20.260110772186444
00:00:01.590000,20.66634042915194,19.05061945520649
00:00:01.600000,21.23810077452381,19.639661200198393
00:00:01.610000,21.815722242586478,20.460812861586295
00:00:01.620000,19.23092719941556,18.67009426098117
00:00:01.630000,19.830217235838273,19.948968427679194
00:00:01.640000,21.332215116494552,19.17300912185071
00:00:01.650000,19.140549154723438,17.997166347528477
00:00:01.660000,20.452000791174992,19.43652075806993
00:00:01.670000,20.802054949323463,19.27951105274258
00:00:01.680000,20.71054873743662,19.997292860207384
00:00:01.690000,20.392684106152338,19.626937386281664
00:00:01.700000,22.406505413079444,18.341080783073068
00:00:01.710000,20.91327186423313,18.532823490803114
00:00:01.720000,21.320563719444277,20.665386962991647
00:00:01.730000,19.278345621901686,19.702000246751226
00:00:01.740000,19.348582289969713,18.51254871812761
00:00:01.750000,20.37707587746551,19.166864064384693
00:00:01.760000,21.398153232811342,20.015551251326897
00:00:01.770000,19.73234913372948,20.468567612509347
00:00:01.780000,18.036328852732616,20.828462918535365
00:00:01.790000,18.83502627272475,20.567845262585685
00:00:01.800000,18.399114406356965,20.557430135851458
00:00:01.810000,20.513629906270047,19.714846933256354
00:00:01.820000,20.620859130145348,20.362103506659448
00:00:01.830000,19.91675540857159,19.92756600697369
00:00:01.840000,20.490802960081407,18.308824108406426
00:00:01.850000,19.52872991468972,19.65828087638191
00:00:01.860000,20.219310219808442,21.87926042068769
00:00:01.870000,21.618336004398103,20.921846662024397
00:00:01.880000,20.50731406108196,21.007504657111436
00:00:01.890000,18.077232702425942,18.70120331143679
00:00:01.900000,20.13406364815813,20.697959531973822
00:00:01.910000,20.360910232548726,20.96725569855148
00:00:01.920000,21.948091146347608,19.64297285466924
00:00:01.930000,19.200897599486655,20.57107442674513
00:00:01.940000,19.525455603386426,20.593874295253638
00:00:01.950000,20.739662535706984,19.659004401677446
00:00:01.960000,20.21212883427295,20.491552236513975
00:00:01.970000,18.564252963838747,19.85442370688455
00:00:01.980000,20.131591953097097,19.47800572559214
00:00:01.990000,19.42023903523753,21.326524489644548
00:00:02,20.94734195859002,19.152095964992295
00:00:02.010000,20.449446447543934,21.90468263580622
00:00:02.020000,20.13316827284089,20.12500683402147
00:00:02.030000,19.50086363164198,17.939355679952673
00:00:02.040000,20.233611109565977,19.202981602596605
00:00:02.050000,19.484836818166215,19.53227545957768
00:00:02.060000,20.94946066924343,21.018905213339544
00:00:02.070000,19.35069728063662,20.04500249529497
00:00:02.080000,21.411994046586486,18.60473174111435
00:00:02.090000,21.04648273212329,20.521332791191938
00:00:02.100000,20.217502899638646,19.56959702808948
00:00:02.110000,19.72292888020445,20.982728907418384
00:00:02.120000,21.389005246463803,18.652012076856693
00:00:02.130000,19.94597188426117,19.22382169981643
00:00:02.140000,19.11684047072484,20.6777052679649
00:00:02.150000,19.362097954927336,19.59298435319112
00:00:02.160000,19.902253815918577,22.17469892469746
00:00:02.170000,19.18443371668302,20.063056393369923
00:00:02.180000,20.067259195813424,20.41782224990263
00:00:02.190000,22.08296163030639,19.318161092516572
00:00:02.200000,21.756338546146967,18.73388515769535
00:00:02.210000,19.740074529690474,20.20886007490475
00:00:02.220000,18.826091482718617,19.215444226100022
00:00:02.230000,20.58357988240042,12.0
00:00:02.240000,21.244546506346566,10.0
00:00:02.250000,19.262733390775303,20.037057015697577
00:00:02.260000,19.282348407948614,21.100651099224713
00:00:02.270000,18.503467769709978,18.508226241253542
00:00:02.280000,22.20255358658872,20.558931492907444
00:00:02.290000,20.830064896966793,18.937761531020744
00:00:02.300000,19.431963852661287,20.848998565104665
00:00:02.310000,18.97703598771279,19.373562790737868
00:00:02.320000,19.596245823982166,18.375035484579822
00:00:02.330000,20.550520252465564,19.802973807724285
00:00:02.340000,19.97227246765591,20.59940951085659
00:00:02.350000,18.91430273275877,19.697590519945233
00:00:02.360000,20.365266112484697,20.233830425289472
00:00:02.370000,19.15749562122914,21.31843068853918
00:00:02.380000,19.540446409309784,20.91985031900235
00:00:02.390000,21.54898372221152,19.629172040885763
00:00:02.400000,18.745085060628096,18.536818293769482
00:00:02.410000,20.578695932399093,21.84660384697169
00:00:02.420000,20.260603194358925,19.19707355187795
00:00:02.430000,19.28143350585801,21.101380841586153
00:00:02.440000,21.160112007736974,19.527772414592278
00:00:02.450000,20.300103732946564,19.666420570215816
00:00:02.460000,20.698431837861577,20.388238512900067
00:00:02.470000,18.915077444236033,18.415595021017836
00:00:02.480000,20.34407829987221,19.79557401886127
00:00:02.490000,20.03774521375716,20.54750423789705
00:00:02.500000,18.041865203559126,19.82289212198542
00:00:02.510000,21.341341874772212,19.923339505808496
00:00:02.520000,19.24242099895537,22.021456672296946
00:00:02.530000,20.29289316163909,20.822807351772656
00:00:02.540000,20.84114392485119,19.662013670041993
00:00:02.550000,18.951525664317387,20.376578272094132
00:00:02.560000,19.157426532544104,21.7458301474954
00:00:02.570000,19.329391512714412,20.970568859915492
00:00:02.580000,20.213408546339753,21.076931699031917
00:00:02.590000,21.115790959206745,17.970579946800946
00:00:02.600000,19.5432692302295,19.187773549021347
00:00:02.610000,19.71564467943672,20.165723984057664
00:00:02.620000,19.84835122364457,19.572556509339414
00:00:02.630000,19.213780360646926,19.96224077577249
00:00:02.640000,18.397751143706085,19.05399962006612
00:00:02.650000,20.973658361972856,20.540076604574182
00:00:02.660000,18.753476130474237,19.24117489016258
00:00:02.670000,19.708481732375812,19.38899931970176
00:00:02.680000,18.056899073027466,22.43495353390338
00:00:02.690000,19.729959723956796,21.24765224209294
00:00:02.700000,20.1845974761886,19.579787729000127
00:00:02.710000,18.81538128321398,19.034289893250456
00:00:02.720000,20.87298498627169,20.630907441655072
00:00:02.730000,20.723012319154815,18.722724212249368
00:00:02.740000,17.914239063534872,19.36787804332938
00:00:02.750000,22.43854584753391,19.51177365613388
00:00:02.760000,20.54138688844916,20.135687231613407
00:00:02.770000,19.96703218316026,19.51546213476854
00:00:02.780000,19.121252178760887,20.061331787988298
00:00:02.790000,19.126036919600743,20.76193185617445
00:00:02.800000,18.49551130875059,19.52682845224987
00:00:02.810000,20.97302830204938,18.757450739686096
00:00:02.820000,20.139820444380867,17.62280694011208
00:00:02.830000,18.463670010105016,19.645172764347702
00:00:02.840000,21.204955779502107,20.8121769463878
00:00:02.850000,21.10992589045435,20.31873215135716
00:00:02.860000,19.39055692099437,19.995694517697167
00:00:02.870000,19.289054919127747,19.064513078800136
00:00:02.880000,19.364531332018668,20.685678690240607
00:00:02.890000,20.289025964618517,20.20478986071494
00:00:02.900000,19.76170096789333,18.700941205300133
00:00:02.910000,20.14280192657561,19.12817379733326
00:00:02.920000,19.92228194291971,19.15389824031343
00:00:02.930000,18.806716543472238,18.829526241286345
00:00:02.940000,19.806984373351963,20.463146541987236
00:00:02.950000,21.487211317340865,19.742900263455724
00:00:02.960000,20.777263241710486,19.90580675173872
00:00:02.970000,19.360067668172775,19.602364338985417
00:00:02.980000,20.70988985215479,20.312544494046517
00:00:02.990000,19.17293282221455,19.926016619178498
00:00:03,21.99851549752304,20.055607690937034
00:00:03.010000,19.88023852680913,21.502064793901745
00:00:03.020000,18.489978348361223,20.061803969706233
00:00:03.030000,18.688397258865862,20.531373416495914
00:00:03.040000,20.783598784552233,19.675664897214403
00:00:03.050000,19.821032283255978,19.27754409324013
00:00:03.060000,18.907633524817594,19.394194098795936
00:00:03.070000,18.896306914265796,19.923833636994903
00:00:03.080000,19.259346869233852,19.929800232910683
00:00:03.090000,19.71822920607146,20.403810962702394
00:00:03.100000,20.447444996557387,21.34035852340165
00:00:03.110000,19.96582570127778,20.512802331982247
00:00:03.120000,20.139451941833716,20.048480422501683
00:00:03.130000,20.046306210860187,19.942442990323983
00:00:03.140000,21.017440435141477,18.952175465236476
00:00:03.150000,19.937370349188143,20.26228975914476
00:00:03.160000,20.17393681351207,19.50917501491468
00:00:03.170000,19.20705492284371,19.70637038405489
00:00:03.180000,20.697222540313984,19.48106562501616
00:00:03.190000,19.904958790906136,20.844798248679524
00:00:03.200000,19.431802547884026,19.27823504478374
00:00:03.210000,19.307771058367337,18.964099984714938
00:00:03.220000,20.493946026024247,20.721820235574636
00:00:03.230000,19.460562175182183,21.50164344240604
00:00:03.240000,20.662820777982724,19.625417579516515
00:00:03.250000,19.642016633371163,20.130877869621767
00:00:03.260000,19.897459050881,21.300969895096664
00:00:03.270000,20.52836221147153,21.561175567618072
00:00:03.280000,19.55814932403533,18.835613334135505
00:00:03.290000,18.80427729169253,20.65130015785886
00:00:03.300000,18.28278298813233,19.4691033878112
00:00:03.310000,19.961402342479904,18.6994075228604
00:00:03.320000,18.441647854023557,15.0
00:00:03.330000,20.216942774524934,19.33761847875756
00:00:03.340000,19.41970790543132,20.965735255286766
00:00:03.350000,21.162445282889372,19.164071149115536
00:00:03.360000,19.886453077975812,21.09733693478254
00:00:03.370000,21.4008131019436,20.059049999832723
00:00:03.380000,19.982399644938035,19.0217718206808
00:00:03.390000,19.17620915363895,19.72520282898374
00:00:03.400000,18.768288563633902,20.433272046732906
00:00:03.410000,20.134075590503937,19.195673948410015
00:00:03.420000,19.429891548639823,19.613290602156226
00:00:03.430000,19.340593602428832,20.04064537173494
00:00:03.440000,20.900741744837063,19.17108030425739
00:00:03.450000,19.410367349627684,19.41095414579448
00:00:03.460000,17.98161722571385,20.047206954872102
00:00:03.470000,19.5276267685096,19.587443996659452
00:00:03.480000,18.917027201180044,20.67512880285721
00:00:03.490000,18.72555561361993,20.308135634775333
00:00:03.500000,20.589743241725202,22.215121818671648
00:00:03.510000,19.949663574730728,20.329325556057015
00:00:03.520000,19.723226934062932,20.799924509170964
00:00:03.530000,19.7749251329085,20.96470115831203
00:00:03.540000,20.331164745510137,20.639841380468045
00:00:03.550000,19.238040523959658,19.038214513789807
00:00:03.560000,20.161252753646227,19.951219536210953
00:00:03.570000,20.411564241443216,21.42685960548113
00:00:03.580000,20.368103813374944,20.25640782907377
00:00:03.590000,21.172504372411343,20.475396780786422
00:00:03.600000,20.730489118877053,19.239634759888126
00:00:03.610000,21.7476011850684,18.95644419389484
00:00:03.620000,21.505233295463476,21.035294809996635
00:00:03.630000,20.22233931947257,20.110711550301424
00:00:03.640000,20.30328977325211,19.564472575760426
00:00:03.650000,19.41976769995724,20.645917144047885
00:00:03.660000,19.222794640154316,19.77075459944447
00:00:03.670000,20.549583338572653,18.589693079451056
00:00:03.680000,20.41317626227944,18.20727619452173
00:00:03.690000,20.505329887046553,19.848971144031875
00:00:03.700000,20.82556149993917,18.773701801376355
00:00:03.710000,20.432020754175674,19.537777548137626
00:00:03.720000,19.90520910468634,20.38706166080603
00:00:03.730000,19.93680944348723,20.933654871306693
00:00:03.740000,18.505758391876135,21.249027935464778
00:00:03.750000,19.71042057721631,20.938177296330238
00:00:03.760000,18.895444263967747,20.028105537831237
00:00:03.770000,21.486979705892743,19.13652205603548
00:00:03.780000,20.153509742146955,19.918260158856135
00:00:03.790000,19.912808464284133,19.040386683353834
00:00:03.800000,18.335822623930373,19.49290152701989
00:00:03.810000,20.498809675208374,19.581736043741156
00:00:03.820000,20.26422721185431,18.584280468220882
00:00:03.830000,19.98632535438181,19.7428279260066
00:00:03.840000,20.324827688367105,20.026120246779602
00:00:03.850000,19.115182254484967,18.604568910366567
00:00:03.860000,21.180505468213088,20.56885233136567
00:00:03.870000,20.335991905349367,20.440056575012377
00:00:03.880000,18.70086104409242,18.62169759842198
00:00:03.890000,20.016572425924856,19.124142566592095
00:00:03.900000,17.165302472914846,19.45608545891125
00:00:03.910000,20.860504808152438,18.6211536243935
00:00:03.920000,20.93320960143639,18.854482769299658
00:00:03.930000,21.27908628408281,19.7723835108896
00:00:03.940000,20.28106612903551,19.329050183397516
00:00:03.950000,18.700404267805386,19.114276572022042
00:00:03.960000,20.884615129853735,20.61430006340121
00:00:03.970000,20.031912879671292,20.949025209347706
00:00:03.980000,19.86507807026862,20.732507573582055
00:00:03.990000,20.038805350503985,20.429237389947666
00:00:04,20.47885327925806,19.89931774789672
00:00:04.010000,19.67625483474249,18.311991281359635
00:00:04.020000,19.54395259560904,21.097456699555583
00:00:04.030000,21.881409925127628,21.927381941643215
00:00:04.040000,20.119503020873122,19.851394382318286
00:00:04.050000,21.50626662283334,18.472689318113275
00:00:04.060000,18.750047448005613,18.09069619900359
00:00:04.070000,20.170313576261865,21.390885460044228
00:00:04.080000,17.833763795239655,19.699875952442266
00:00:04.090000,21.497038776569934,20.42128408175566
00:00:04.100000,19.00298047592736,19.617415198655976
00:00:04.110000,18.777682663538254,18.953939015520312
00:00:04.120000,19.901429421756234,21.405745952290424
00:00:04.130000,20.252948704448812,19.5337875659015
00:00:04.140000,18.713719634491323,21.211886504177695
00:00:04.150000,19.913663337015812,22.34846377121903
00:00:04.160000,20.00380568073572,17.869409957543557
00:00:04.170000,20.274052288979092,20.53218797067619
00:00:04.180000,19.576227682832965,20.54802289378083
00:00:04.190000,19.213054016406577,20.179564219790766
00:00:04.200000,19.641601483222406,20.265337469348243
00:00:04.210000,18.324174773928995,19.86622018835895
00:00:04.220000,20.54936515992786,19.326638203458863
00:00:04.230000,20.304854067897807,20.24444239022769
00:00:04.240000,20.15054946951221,21.451448534964918
00:00:04.250000,17.84948303753643,20.066148704173514
00:00:04.260000,18.31047216011723,19.46227850679805
00:00:04.270000,19.858133922207696,21.122876110782656
00:00:04.280000,18.622342292062815,20.4599125377263
00:00:04.290000,20.35150885751199,19.429607417755115
00:00:04.300000,20.62775983650801,20.222341370918727
00:00:04.310000,18.929947354346165,19.896802174402847
00:00:04.320000,20.054055130616607,19.754588834324753
00:00:04.330000,19.16079669203907,19.495603891353493
00:00:04.340000,19.455163686114684,18.736227323701172
00:00:04.350000,21.06526174607106,19.512309475075135
00:00:04.360000,18.930075546942405,20.318299089070987
00:00:04.370000,22.10694629365396,20.304630759789717
00:00:04.380000,20.084446400510213,19.678852250782327
00:00:04.390000,19.526667790266863,19.64770471946699
00:00:04.400000,20.61621536022425,19.494745215224423
00:00:04.410000,18.946076789717527,20.693118969235623
00:00:04.420000,20.746364863736417,18.491261787385863
00:00:04.430000,20.177478754720482,18.490634474814115
00:00:04.440000,21.468306205811576,18.709071161248936
00:00:04.450000,20.039237975708723,22.34304334800597
00:00:04.460000,20.189978311339246,19.5494112577564
00:00:04.470000,20.439595695437742,20.00244681045156
00:00:04.480000,19.533352916212174,20.80072025389379
00:00:04.490000,20.79020365887726,20.599116201927412
00:00:04.500000,21.560927800810916,20.839683824559664
00:00:04.510000,20.66565186034777,19.705456230247414
00:00:04.520000,20.669594857320348,19.614106907451006
00:00:04.530000,19.533565303571134,21.235988827548187
00:00:04.540000,20.632323474847524,20.152593523245763
00:00:04.550000,21.098499413026495,21.07795567155928
00:00:04.560000,19.814826942311583,19.696608277580815
00:00:04.570000,19.635015213016107,20.68739766658538
00:00:04.580000,19.29651063752643,19.33690553874057
00:00:04.590000,18.87321980253011,21.53876060389711
00:00:04.600000,19.332955619904233,21.44833287020545
00:00:04.610000,20.469324635652484,20.82665821731599
00:00:04.620000,18.48580470439225,19.942407625312423
00:00:04.630000,20.179308751262237,20.223979261649244
00:00:04.640000,20.010267084284674,21.550063861669233
00:00:04.650000,19.86677488841353,19.016123016148228
00:00:04.660000,20.472191372813185,20.815684565980252
00:00:04.670000,20.8167264613189,19.582624408267925
00:00:04.680000,20.09289288371187,19.582809920516357
00:00:04.690000,20.9894844632831,20.674133127522918
00:00:04.700000,20.015005583257587,20.490582035295876
00:00:04.710000,20.455031120375335,19.070654852106692
00:00:04.720000,19.399598289442622,18.65750357831134
00:00:04.730000,18.48781779330113,19.383199794365588
00:00:04.740000,21.257797057934727,22.00706283801929
00:00:04.750000,18.77529494881879,19.73694484507558
00:00:04.760000,21.68350905575924,21.26348609694071
00:00:04.770000,19.99945956377842,21.871875455113294
00:00:04.780000,20.164600200951053,20.889441345929303
00:00:04.790000,17.993586537275295,20.581597067530332
00:00:04.800000,19.732401993881602,20.017323555812595
00:00:04.810000,20.16620868189425,20.227935361788173
00:00:04.820000,17.81455703356822,21.26246304131078
00:00:04.830000,20.654184011484165,20.22601748291759
00:00:04.840000,21.72123269825326,19.4546351121495
00:00:04.850000,19.632037495339173,19.668970472190423
00:00:04.860000,18.64013002469638,22.77343714867333
00:00:04.870000,19.054509606833705,20.687299602202376
00:00:04.880000,21.394582049364885,20.35932457284861
00:00:04.890000,18.72548857087927,19.64527276801309
00:00:04.900000,20.149394868256906,19.435197857887086
00:00:04.910000,20.849290325667504,20.083922120638942
00:00:04.920000,19.813315533929888,21.486996301991343
00:00:04.930000,20.237488020319805,20.303873689732765
00:00:04.940000,20.352904797207355,19.358109182509157
00:00:04.950000,19.809267473602336,19.935538328896683
00:00:04.960000,19.33385483560372,18.63086513865656
00:00:04.970000,20.914278666855363,19.37634797286223
00:00:04.980000,19.41574561717568,20.73213421711718
00:00:04.990000,19.60236655193278,18.663670281836158
00:00:05,20.5173014232086,19.126691770713556
00:00:05.010000,18.66549973083054,19.900132069542103
00:00:05.020000,19.375886721399258,19.916730995395568
00:00:05.030000,21.883612545997945,18.98745779319232
00:00:05.040000,20.382975349114012,17.239602346074452
00:00:05.050000,20.664371465702292,20.303168509756414
00:00:05.060000,21.79613259687012,17.39890449583949
00:00:05.070000,19.690589765096604,19.059904936100935
00:00:05.080000,21.87971196654602,19.65040018784558
00:00:05.090000,19.688552716520714,18.905345160462844
00:00:05.100000,19.549465818511973,19.230368078229727
00:00:05.110000,21.04703530710483,19.32378516983743
00:00:05.120000,19.74503741228299,19.649607223948333
00:00:05.130000,19.743155570392553,19.697015725622826
00:00:05.140000,19.636096577351278,18.925795011278215
00:00:05.150000,21.220332511551298,20.033074467547124
00:00:05.160000,21.43070360593479,19.444774381379396
00:00:05.170000,20.851722481694193,21.121792476655838
00:00:05.180000,20.755147591643784,20.20586799999235
00:00:05.190000,20.160997006091446,22.74911115570555
00:00:05.200000,18.68086105720807,20.133441785870467
00:00:05.210000,19.6945940711923,21.173688855465915
00:00:05.220000,21.007433706013252,20.04237819928174
00:00:05.230000,19.655394478364027,19.557382721976385
00:00:05.240000,19.63225261942265,19.417528033553783
00:00:05.250000,20.543038836429428,21.369030146096726
00:00:05.260000,18.896692186001633,21.96930516204691
00:00:05.270000,19.419194299124385,20.032651342503506
00:00:05.280000,21.143867394217985,20.143868350884688
00:00:05.290000,20.261182238071225,21.363793592670554
00:00:05.300000,20.033526240582002,19.409896561356057
00:00:05.310000,19.6299697895922,19.516678434233786
00:00:05.320000,19.174280986382495,20.354086167949525
00:00:05.330000,19.78353559592425,19.67048196351987
00:00:05.340000,19.081747920020447,19.872799570076673
00:00:05.350000,19.72817614365986,19.683450871755973
00:00:05.360000,19.98206158205585,20.171001070677704
00:00:05.370000,19.592300875692313,18.902006984003926
00:00:05.380000,18.901508052048104,20.850126768579706
00:00:05.390000,20.801925968980438,18.679820304443496
00:00:05.400000,20.894392278776905,19.42967355785484
00:00:05.410000,20.061911962597126,19.03917446148955
00:00:05.420000,20.268679815333485,22.899676269624514
00:00:05.430000,20.529061605036052,19.23451598532582
00:00:05.440000,18.761090923710526,21.725114996851637
00:00:05.450000,20.298766023686298,20.058849906897706
00:00:05.460000,20.996996420835135,20.403103904659822
00:00:05.470000,19.215739473161104,18.501046323247365
00:00:05.480000,20.898721655876102,20.395595839423418
00:00:05.490000,22.384288754538904,18.648736979539787
00:00:05.500000,19.318766073328668,18.54750351378196
00:00:05.510000,20.029504950123265,19.587981994028404
00:00:05.520000,19.465575062413734,19.795999495776204
00:00:05.530000,19.927136476723156,20.774241255065018
00:00:05.540000,19.550997396858747,20.88420570964568
00:00:05.550000,20.472044328523264,21.050906229728113
00:00:05.560000,20.921093122973684,20.797754472302596
00:00:05.570000,19.538891595247712,18.803930564063148
00:00:05.580000,19.420779113628154,19.071463736983326
00:00:05.590000,20.641254116161242,19.51825690620644
