time,sigma1,sigma2,double
00:00:02.260000,19.6852940354818,17.152842003903103,17.72221458267851
00:00:02.270000,20.823103218151694,23.777788560823357,19.756848801881624
00:00:02.280000,20.349382319003873,17.888799364106543,17.365608978063506
00:00:02.290000,20.637589332331874,20.02081679273008,17.920277986950317
00:00:02.300000,20.611293663656905,20.274539781179975,17.725837259275202
00:00:02.310000,20.424800160199318,17.111920360910343,18.392395211736233
00:00:02.320000,23.972583154028598,18.7746725615829,18.277154738990735
00:00:02.330000,20.369243692661918,18.93207381003721,18.138685366053934
00:00:02.340000,18.999694278625316,21.420050044044938,17.65933381221171
00:00:02.350000,18.708373875262616,19.776083466036553,16.84644674448866
00:00:02.360000,19.317536256643713,20.221761367421244,17.825529403035567
00:00:02.370000,20.126005149426224,20.212165141865704,19.19352929393784
00:00:02.380000,19.594870991811774,22.118760985299676,18.305285572499848
00:00:02.390000,19.748387682764164,20.75270900043196,18.30223963770975
00:00:02.400000,20.47741648918062,22.27480276680773,17.780232133799743
00:00:02.410000,20.59883412621063,17.884695149846223,18.13932399354414
00:00:02.420000,20.476288969973215,22.398677109274544,18.193536785263476
00:00:02.430000,19.136262795417004,19.356802888038168,16.961500693355696
00:00:02.440000,18.535684496841018,17.58433900807394,16.62768311326023
00:00:02.450000,19.766848384252985,21.814185799362402,18.454965415399773
00:00:02.460000,18.95613809229648,21.12110620084096,17.352132932762505
00:00:02.470000,19.56031785728969,18.012517622662912,16.99960855721612
00:00:02.480000,19.412023466261964,18.944124758559546,17.630322326343496
00:00:02.490000,21.032314107086687,18.18694870375142,19.101854761577314
00:00:02.500000,18.727229026480114,19.490151531996297,18.69891518528115
00:00:02.510000,22.173934197848315,23.829273003715272,17.72669730089415
00:00:02.520000,21.152215395159583,19.195139703998077,17.181162313419748
00:00:02.530000,21.093514849944892,18.88547031886872,17.850092992401887
00:00:02.540000,20.576908043165858,24.808918831794507,18.821970007238235
00:00:02.550000,19.248221979004434,20.5059493154806,18.654046786062068
00:00:02.560000,19.013040357154125,21.176334939421142,18.062730938425346
00:00:02.570000,18.46081333985515,23.438018041416758,17.459388397068828
00:00:02.580000,19.03872568839829,17.950341865484198,18.86117657450104
00:00:02.590000,20.971250342086396,20.310826001356048,17.745434501681267
00:00:02.600000,21.615379907955354,16.46997038342944,17.196521925614956
00:00:02.610000,19.93003131805649,18.935727243392353,19.46859370717186
00:00:02.620000,19.023530548538673,18.794778749966188,18.768229460628273
00:00:02.630000,18.82155231551119,21.205871507321607,16.875317975712687
00:00:02.640000,20.886901897185105,17.607703740910903,18.026468245169095
00:00:02.650000,19.877838293911612,22.638192486746647,17.260703652432483
00:00:02.660000,19.028560511455403,21.420408719762726,17.988215893077562
00:00:02.670000,18.441181582446532,20.795906742039563,17.45371906896209
00:00:02.680000,20.863922091255866,21.245802045611086,19.43314714408118
00:00:02.690000,19.614595299284616,20.616827524644485,18.803929273208514
00:00:02.700000,21.407091610972966,22.01908571136815,16.613982140616336
00:00:02.710000,21.90077785076264,18.438792414998307,18.573576643758024
00:00:02.720000,18.908523103590753,20.038666966573587,17.408983373448883
00:00:02.730000,20.88272163409862,17.185316839238283,18.612965506333705
00:00:02.740000,19.949218007805,18.805746596583212,16.74081037531611
00:00:02.750000,19.204295511544625,16.233951297224902,16.97260165277894
00:00:02.760000,18.787306122674945,22.05830945993019,18.63903725295807
00:00:02.770000,18.90623780665137,20.44610767780279,18.854465179534127
00:00:02.780000,19.59207695227045,20.473338327879528,18.333548513047212
00:00:02.790000,21.49790235396549,16.332474505061388,17.923145189408007
00:00:02.800000,20.661821903071303,21.61623128114453,17.4564497421272
00:00:02.810000,17.25757546624813,17.446556042973317,17.579476336131883
00:00:02.820000,21.00700937063456,19.7977913487652,17.059543883230173
00:00:02.830000,20.362524425200014,21.109328232834137,17.920140392075325
00:00:02.840000,18.419947093771537,21.77848276235887,18.334622119486852
00:00:02.850000,20.661845106666075,19.047219183270045,17.52468143975937
00:00:02.860000,21.728270191858847,17.34924694509173,17.958074457889893
00:00:02.870000,20.789767901418923,23.52837409067217,16.96034960261324
00:00:02.880000,20.240244308433955,24.39978858539245,19.02602879629268
00:00:02.890000,21.77071296077575,19.106209585119583,17.77613747549141
00:00:02.900000,18.193112707254045,20.045774015387174,17.843556229078644
00:00:02.910000,22.059960469238078,19.769420647416972,18.138702615773113
00:00:02.920000,19.07862891336365,20.279605454117128,18.211752127253774
00:00:02.930000,19.820286197781552,21.076772682114896,16.965540905908924
00:00:02.940000,19.251071743860813,16.80421753309858,17.077753170768798
00:00:02.950000,19.492965962257372,22.00732055580641,16.684923642669027
00:00:02.960000,21.47183154881437,17.58802034973329,17.296875108272182
00:00:02.970000,20.233728471266836,18.809761480680933,17.843000543525907
00:00:02.980000,21.445640873320276,21.19462572383253,19.192296799453075
00:00:02.990000,21.847583101302394,23.12110855876569,17.645292519139772
00:00:03,18.82768111415085,20.020512951569216,17.473585171636508
00:00:03.010000,18.649432861140927,20.95696899193789,17.44984239757301
00:00:03.020000,20.2497015140743,20.14551168059102,19.25210993071924
00:00:03.030000,19.400887036076664,19.34680592295433,18.760904891025884
00:00:03.040000,18.88013631679526,20.646043691493173,18.253353812723752
00:00:03.050000,18.368309284458952,19.78981587693449,18.256513522666264
00:00:03.060000,19.608398143700597,19.624130550290285,17.867949490889107
00:00:03.070000,20.269365330172786,24.426751679692156,18.01388637866284
00:00:03.080000,19.601740755868768,19.425686535121493,17.74206646535827
00:00:03.090000,20.09756689586725,18.43105526352784,17.333186343251484
00:00:03.100000,20.140460896688374,19.511862817713805,18.738808137210633
00:00:03.110000,19.815991621758926,22.28303438062262,17.396422931496737
00:00:03.120000,19.75058439102168,21.878941918137023,16.444871463960975
00:00:03.130000,20.38188088868824,18.821456463448254,17.504413418914954
00:00:03.140000,19.45186836597753,21.756284781634786,18.553636149806874
00:00:03.150000,19.188381985041335,24.295803487349183,17.62704530045015
00:00:03.160000,18.720378192712005,21.970826561537415,17.480872585711307
00:00:03.170000,19.808160538487858,21.27534101960381,18.95864877880333
00:00:03.180000,19.197659700970505,21.197190619311613,17.373937148695934
00:00:03.190000,19.636178698253875,21.759734644020618,18.89198371659693
00:00:03.200000,18.783744093957434,19.585348498256785,18.844073332476476
00:00:03.210000,21.000641550746565,23.179691040740664,16.71379234551474
00:00:03.220000,21.358934669977888,20.77919503501489,17.64178247669396
00:00:03.230000,21.58774152096417,23.100381822707153,18.00822215166456
00:00:03.240000,20.822190379631124,21.844275120774704,18.211837451575413
00:00:03.250000,19.395060573959316,17.6802904905745,19.386955765623252
00:00:03.260000,21.28117861470123,19.547614831518022,17.676305962021402
00:00:03.270000,20.696065585926164,20.840912748937164,17.968198437750907
00:00:03.280000,20.799620167759194,24.40599063871545,18.379597007940262
00:00:03.290000,20.42227794588156,17.239247387093126,18.083467780036347
00:00:03.300000,18.829013219840753,20.86223450312246,17.726137108663668
00:00:03.310000,19.144828247515736,17.218638929724868,18.310351473495142
00:00:03.320000,21.78440601612568,22.651475716018396,16.513175272679753
00:00:03.330000,19.182374650444878,16.79931918386431,18.68108116073278
00:00:03.340000,20.658439784568607,21.431063098604675,17.247681857804846
00:00:03.350000,20.416945859338046,18.248360958083147,18.046819937912403
00:00:03.360000,20.713193610354704,17.06951039250689,18.444929138204103
00:00:03.370000,19.576236480729925,18.91063520400059,18.989396651890175
00:00:03.380000,19.61916232490659,19.847453356400734,17.526828156859334
00:00:03.390000,20.828116658106005,18.98729280916678,18.377633230972595
00:00:03.400000,19.26220317566106,19.84112610498809,18.304428251484016
00:00:03.410000,20.076699259561895,19.461534548977422,17.489425963735393
00:00:03.420000,19.182184447550608,16.816211759521703,18.215263416363868
00:00:03.430000,20.578124430642514,19.412432549627002,17.474334960890904
00:00:03.440000,20.327318691522116,18.963415402563424,17.330211798179512
00:00:03.450000,20.24537829261938,23.20225239706116,17.389327527675974
00:00:03.460000,20.926178659163,19.089774147230457,18.042331265502252
00:00:03.470000,18.054985975146383,18.61195234341053,18.174013054529297
00:00:03.480000,18.931340341400382,22.334714343399103,17.127708386029077
00:00:03.490000,19.28174582724354,19.32788956389742,18.667722821594296
00:00:03.500000,19.283104885675662,17.635756464699437,16.588275025137555
00:00:03.510000,19.942028807663633,19.532783763023662,17.613107706600456
00:00:03.520000,18.928447295544814,18.225177651364625,17.625466301133525
00:00:03.530000,20.573954618956638,21.4912333728472,18.327665841742437
00:00:03.540000,20.34159819905146,19.670349866457897,18.163606001916445
00:00:03.550000,21.139327879416193,24.15559001539216,18.772578693089166
00:00:03.560000,20.510402739803347,18.56496877532827,18.927548723934464
00:00:03.570000,18.684532908468785,21.08180873962964,18.63184197928326
00:00:03.580000,19.659281346822258,21.634950858928743,17.483360984012272
00:00:03.590000,19.4561072185348,23.150306620759107,18.626495750395836
00:00:03.600000,20.239821089717424,17.27238566316907,17.468886207702162
00:00:03.610000,20.443382466638646,18.617513816416754,17.052474562527824
00:00:03.620000,18.87777663003751,22.153726280427804,18.624868556452608
00:00:03.630000,21.225750152278863,16.008073220715982,17.765481405986677
00:00:03.640000,18.37443244743893,22.841811284224704,17.055653820414275
00:00:03.650000,20.35272960925871,20.002242600155924,17.55215281913569
00:00:03.660000,20.204159020128685,17.51153592449287,17.580794246107644
00:00:03.670000,18.989224739705666,17.129820508156087,17.63790174288622
00:00:03.680000,20.435324385070484,18.61809585983013,17.26063331743758
00:00:03.690000,20.32327960933892,22.114156391497737,17.974958300014844
00:00:03.700000,20.093338330119156,19.63378527085002,18.805391604608467
00:00:03.710000,18.26649330595535,20.30804908551921,18.287795102376535
00:00:03.720000,20.2126237802096,18.924928321375543,17.790656233035126
00:00:03.730000,20.83225924009234,23.323115293399393,16.99817635121151
00:00:03.740000,20.363722190528375,20.387853082213347,18.092207168842695
00:00:03.750000,19.910661498819923,20.715080968286124,18.437231437997156
00:00:03.760000,18.42156616683767,19.07298610522037,18.06925621178697
00:00:03.770000,18.664254460251854,21.96012972693556,17.843068996311867
00:00:03.780000,20.01196458037929,16.81815393401778,17.983684241705586
00:00:03.790000,19.91627592697573,22.724958920889783,17.023882065920336
00:00:03.800000,20.54037640391052,20.378452282287736,17.83639590129315
00:00:03.810000,19.769960609036747,19.31012132112516,18.690261446802584
00:00:03.820000,21.555546548523463,22.429356184077143,18.72653247163209
00:00:03.830000,21.87450012703403,18.888031456149825,16.2316208204117
00:00:03.840000,20.658713445285237,20.519637313043958,18.676664963294282
00:00:03.850000,18.933927682581125,17.659610997375996,18.15854581151289
00:00:03.860000,20.316953585608875,24.170583277597927,18.1320039684617
00:00:03.870000,19.22866243721078,19.266201860915512,18.616073560381537
00:00:03.880000,19.50447103589269,21.537142199337673,18.12302058518071
00:00:03.890000,21.386559031134173,17.62936706784672,17.355291880535113
00:00:03.900000,20.17807765003388,22.721731857177428,18.28171426422944
00:00:03.910000,21.42630950851695,20.947625474855414,17.839334097442556
00:00:03.920000,18.839254185188366,22.08652072251806,17.354845689913883
00:00:03.930000,22.138527185898226,23.585454869346993,17.86746402359825
00:00:03.940000,20.815115969214784,19.955779513275623,18.05328016010519
00:00:03.950000,19.281736360016254,20.842737434553584,17.68704445504085
00:00:03.960000,20.203567638157125,21.881214227929707,17.002808769207565
00:00:03.970000,20.26295881205161,21.127467015013426,18.133726592131787
00:00:03.980000,20.900112659108707,17.345002052350097,18.17578680844047
00:00:03.990000,19.49694305665039,22.765707675640712,18.57229279102349
00:00:04,20.050006428938502,20.23206333784568,16.63899079051951
00:00:04.010000,20.419305962012462,20.872328567670834,17.73526302857764
00:00:04.020000,20.46015314761875,19.257824412032345,17.645572030815455
00:00:04.030000,21.509967597897553,20.070520441757665,18.08325341880482
00:00:04.040000,20.407234285738216,17.88336684802946,17.864722602084377
00:00:04.050000,18.471095105624045,17.851594591273205,19.224489517254824
00:00:04.060000,20.350192573049075,15.975884871389038,18.071957926598337
00:00:04.070000,20.92225111625504,15.132937190671635,17.26827495055509
00:00:04.080000,20.704040112516676,19.904880047247506,17.83775670087177
00:00:04.090000,21.664011412365774,17.4199568693363,18.854527170628092
00:00:04.100000,19.79460656666813,16.725690653501058,19.115858393561812
00:00:04.110000,19.800738722486077,18.13708601234815,18.387332552242977
00:00:04.120000,20.322382649301108,21.328748006910327,16.593140263642656
00:00:04.130000,19.861558408410144,18.38714597846249,17.720346099492726
00:00:04.140000,18.48372036006379,19.326955465324254,17.406320065195825
00:00:04.150000,22.228091755073077,15.637147658019805,17.57587963998925
00:00:04.160000,21.145195550787154,17.84602461606705,17.10372803478813
00:00:04.170000,19.020625692175294,20.71889458766186,17.718083396642694
00:00:04.180000,17.57204574349785,18.941589294832067,17.37418204014301
00:00:04.190000,20.140512226230104,19.548577251906227,17.838030031746488
00:00:04.200000,20.202425262041906,21.314036336128712,18.817837798622257
00:00:04.210000,20.842594776836265,23.732116481757224,17.751345525716445
00:00:04.220000,20.020976274377208,23.303730140110655,16.703532677777904
00:00:04.230000,20.624188644369294,19.567783034952573,17.01461603528225
